driver_id,driver_name,month,deliveries,failures,failure_rate,revenue
WDID10215,Michael Ford,2023-04,1,0,0.0,373.59
WDID10215,Michael Ford,2023-05,2,0,0.0,1016.1100000000001
WDID10215,Michael Ford,2023-06,2,0,0.0,289.3
WDID10215,Michael Ford,2023-09,1,0,0.0,240.16
WDID10216,Nicole Freeman,2023-02,2,1,0.5,474.18999999999994
WDID10216,Nicole Freeman,2023-03,2,0,0.0,508.34000000000003
WDID10216,Nicole Freeman,2023-05,1,0,0.0,30.55
WDID10216,Nicole Freeman,2023-06,1,0,0.0,307.31
WDID10216,Nicole Freeman,2023-07,1,1,1.0,1111.32
WDID10216,Nicole Freeman,2023-08,1,1,1.0,401.28
WDID10216,Nicole Freeman,2023-09,1,0,0.0,463.7
WDID10216,Nicole Freeman,2023-10,2,1,0.5,704.13
WDID10217,Christopher Cooper,2023-01,2,1,0.5,670.28
WDID10217,Christopher Cooper,2023-02,1,0,0.0,112.44
WDID10217,Christopher Cooper,2023-03,2,0,0.0,370.49
WDID10217,Christopher Cooper,2023-04,1,1,1.0,437.35
WDID10217,Christopher Cooper,2023-05,2,1,0.5,579.01
WDID10217,Christopher Cooper,2023-07,1,1,1.0,428.16
WDID10217,Christopher Cooper,2023-09,1,0,0.0,437.65
WDID10217,Christopher Cooper,2023-12,1,0,0.0,227.28
WDID10218,Shelly Sweeney,2023-01,1,0,0.0,110.18
WDID10218,Shelly Sweeney,2023-02,1,1,1.0,176.46
WDID10218,Shelly Sweeney,2023-04,1,0,0.0,466.0
WDID10218,Shelly Sweeney,2023-05,1,0,0.0,219.2
WDID10218,Shelly Sweeney,2023-06,1,1,1.0,408.5
WDID10218,Shelly Sweeney,2023-07,1,1,1.0,164.19
WDID10218,Shelly Sweeney,2023-08,1,0,0.0,418.15
WDID10218,Shelly Sweeney,2023-09,2,1,0.5,664.61
WDID10218,Shelly Sweeney,2023-10,1,0,0.0,1162.41
WDID10218,Shelly Sweeney,2023-11,1,0,0.0,270.83
WDID10219,Justin Robinson,2023-01,1,0,0.0,218.94
WDID10219,Justin Robinson,2023-03,1,0,0.0,413.35
WDID10219,Justin Robinson,2023-04,1,1,1.0,409.98
WDID10219,Justin Robinson,2023-05,1,1,1.0,88.58
WDID10219,Justin Robinson,2023-09,1,0,0.0,231.78
WDID10219,Justin Robinson,2023-10,1,1,1.0,443.37
WDID10219,Justin Robinson,2023-11,2,0,0.0,354.58
WDID10219,Justin Robinson,2023-12,3,1,0.3333333333333333,736.71
WDID10220,Crystal Harris,2023-03,2,1,0.5,952.0600000000001
WDID10220,Crystal Harris,2023-05,1,0,0.0,242.12
WDID10220,Crystal Harris,2023-06,1,0,0.0,210.74
WDID10220,Crystal Harris,2023-07,2,2,1.0,695.0799999999999
WDID10220,Crystal Harris,2023-08,1,0,0.0,374.83
WDID10220,Crystal Harris,2023-10,1,0,0.0,387.11
WDID10220,Crystal Harris,2023-11,2,1,0.5,617.8
WDID10220,Crystal Harris,2023-12,1,0,0.0,441.5
WDID10221,Michael Baxter,2023-02,1,0,0.0,425.73
WDID10221,Michael Baxter,2023-04,1,1,1.0,413.1
WDID10221,Michael Baxter,2023-05,1,0,0.0,382.87
WDID10221,Michael Baxter,2023-06,1,0,0.0,232.41
WDID10221,Michael Baxter,2023-07,1,0,0.0,239.97
WDID10221,Michael Baxter,2023-08,2,1,0.5,233.9
WDID10221,Michael Baxter,2023-09,4,2,0.5,994.11
WDID10222,Daniel Hall,2023-01,2,0,0.0,640.69
WDID10222,Daniel Hall,2023-03,1,1,1.0,76.31
WDID10222,Daniel Hall,2023-04,2,2,1.0,612.63
WDID10222,Daniel Hall,2023-06,2,0,0.0,830.5
WDID10222,Daniel Hall,2023-08,1,0,0.0,164.02
WDID10222,Daniel Hall,2023-10,2,1,0.5,504.18
WDID10222,Daniel Hall,2023-12,1,0,0.0,51.14
WDID10223,Scott Bell,2023-04,3,1,0.3333333333333333,528.28
WDID10223,Scott Bell,2023-05,2,0,0.0,980.3199999999999
WDID10223,Scott Bell,2023-08,3,1,0.3333333333333333,820.38
WDID10223,Scott Bell,2023-09,1,1,1.0,349.72
WDID10223,Scott Bell,2023-10,1,0,0.0,166.37
WDID10223,Scott Bell,2023-12,1,1,1.0,113.74
WDID10224,Anthony Mitchell,2023-02,1,1,1.0,183.15
WDID10224,Anthony Mitchell,2023-04,2,1,0.5,1534.9099999999999
WDID10224,Anthony Mitchell,2023-07,2,0,0.0,549.58
WDID10224,Anthony Mitchell,2023-09,2,0,0.0,546.88
WDID10224,Anthony Mitchell,2023-11,2,1,0.5,536.9200000000001
WDID10224,Anthony Mitchell,2023-12,2,1,0.5,977.49
WDID10225,Mary Miller,2023-03,3,2,0.6666666666666666,964.66
WDID10225,Mary Miller,2023-04,1,0,0.0,210.51
WDID10225,Mary Miller,2023-06,2,0,0.0,547.5
WDID10225,Mary Miller,2023-08,1,0,0.0,78.43
WDID10225,Mary Miller,2023-09,2,1,0.5,566.59
WDID10225,Mary Miller,2023-10,2,1,0.5,841.51
WDID10226,Sherri Allen,2023-02,1,0,0.0,114.0
WDID10226,Sherri Allen,2023-03,1,1,1.0,304.12
WDID10226,Sherri Allen,2023-04,1,0,0.0,449.97
WDID10226,Sherri Allen,2023-05,2,0,0.0,412.56000000000006
WDID10226,Sherri Allen,2023-06,1,1,1.0,76.38
WDID10226,Sherri Allen,2023-07,2,1,0.5,463.49
WDID10226,Sherri Allen,2023-08,2,1,0.5,705.94
WDID10226,Sherri Allen,2023-11,1,0,0.0,459.87
WDID10227,David Williams,2023-03,1,0,0.0,56.58
WDID10227,David Williams,2023-05,1,0,0.0,444.0
WDID10227,David Williams,2023-07,1,1,1.0,789.32
WDID10227,David Williams,2023-08,3,0,0.0,677.25
WDID10227,David Williams,2023-09,3,2,0.6666666666666666,833.4
WDID10227,David Williams,2023-11,1,1,1.0,190.4
WDID10227,David Williams,2023-12,1,0,0.0,278.9
WDID10228,Lindsey Nash,2023-02,1,0,0.0,49.1
WDID10228,Lindsey Nash,2023-04,1,0,0.0,270.55
WDID10228,Lindsey Nash,2023-05,1,0,0.0,336.16
WDID10228,Lindsey Nash,2023-06,1,1,1.0,630.52
WDID10228,Lindsey Nash,2023-07,1,1,1.0,359.24
WDID10228,Lindsey Nash,2023-08,1,0,0.0,371.68
WDID10228,Lindsey Nash,2023-09,1,1,1.0,844.43
WDID10228,Lindsey Nash,2023-10,1,0,0.0,89.49
WDID10228,Lindsey Nash,2023-11,3,1,0.3333333333333333,683.53
WDID10229,Jason Hoover,2023-01,1,0,0.0,260.32
WDID10229,Jason Hoover,2023-02,1,0,0.0,173.68
WDID10229,Jason Hoover,2023-03,1,0,0.0,203.71
WDID10229,Jason Hoover,2023-05,1,0,0.0,334.89
WDID10229,Jason Hoover,2023-06,2,0,0.0,135.26
WDID10229,Jason Hoover,2023-12,1,0,0.0,395.87
WDID10230,Nicole Grimes,2023-02,1,0,0.0,42.19
WDID10230,Nicole Grimes,2023-03,1,0,0.0,380.51
WDID10230,Nicole Grimes,2023-06,2,0,0.0,333.59000000000003
WDID10230,Nicole Grimes,2023-08,1,0,0.0,99.8
WDID10230,Nicole Grimes,2023-10,1,0,0.0,326.49
WDID10230,Nicole Grimes,2023-12,1,0,0.0,487.6
WDID10231,Emily Tyler,2023-01,1,0,0.0,79.72
WDID10231,Emily Tyler,2023-06,3,0,0.0,489.02
WDID10231,Emily Tyler,2023-08,1,0,0.0,311.73
WDID10231,Emily Tyler,2023-11,2,0,0.0,999.41
WDID10232,Sarah Mccormick,2023-02,1,0,0.0,36.24
WDID10232,Sarah Mccormick,2023-06,2,0,0.0,378.65
WDID10232,Sarah Mccormick,2023-08,1,0,0.0,55.96
WDID10232,Sarah Mccormick,2023-09,2,0,0.0,573.25
WDID10232,Sarah Mccormick,2023-11,1,0,0.0,221.1
WDID10233,Kathy Pope,2023-05,1,0,0.0,42.46
WDID10233,Kathy Pope,2023-06,1,0,0.0,475.45
WDID10233,Kathy Pope,2023-09,2,0,0.0,697.3399999999999
WDID10233,Kathy Pope,2023-11,2,0,0.0,298.98
WDID10233,Kathy Pope,2023-12,1,0,0.0,274.88
WDID10234,Melinda Parker,2023-05,1,0,0.0,40.18
WDID10234,Melinda Parker,2023-06,1,0,0.0,256.63
WDID10234,Melinda Parker,2023-07,1,0,0.0,78.94
WDID10234,Melinda Parker,2023-08,1,0,0.0,209.17
WDID10234,Melinda Parker,2023-11,1,0,0.0,475.42
WDID10234,Melinda Parker,2023-12,2,0,0.0,596.85
WDID10235,Michelle Rojas,2023-01,3,0,0.0,461.57000000000005
WDID10235,Michelle Rojas,2023-03,2,0,0.0,601.78
WDID10235,Michelle Rojas,2023-07,1,0,0.0,274.69
WDID10235,Michelle Rojas,2023-12,1,0,0.0,199.96
WDID10236,Katherine Howard,2023-02,1,0,0.0,491.81
WDID10236,Katherine Howard,2023-03,1,0,0.0,115.94
WDID10236,Katherine Howard,2023-04,1,0,0.0,157.47
WDID10236,Katherine Howard,2023-05,1,0,0.0,189.72
WDID10236,Katherine Howard,2023-06,1,0,0.0,476.31
WDID10236,Katherine Howard,2023-10,1,0,0.0,212.92
WDID10236,Katherine Howard,2023-11,1,0,0.0,412.07
WDID10237,Alicia Day,2023-05,2,0,0.0,669.2
WDID10237,Alicia Day,2023-07,1,0,0.0,181.46
WDID10237,Alicia Day,2023-09,1,0,0.0,144.96
WDID10237,Alicia Day,2023-10,1,0,0.0,396.11
WDID10237,Alicia Day,2023-11,1,0,0.0,191.12
WDID10237,Alicia Day,2023-12,1,0,0.0,458.33
WDID10238,Beverly Bennett,2023-04,2,0,0.0,710.6300000000001
WDID10238,Beverly Bennett,2023-06,2,0,0.0,537.24
WDID10238,Beverly Bennett,2023-09,1,0,0.0,177.27
WDID10238,Beverly Bennett,2023-10,1,0,0.0,433.13
WDID10238,Beverly Bennett,2023-12,1,0,0.0,433.24
WDID10239,Rachel Miller,2023-02,1,0,0.0,390.81
WDID10239,Rachel Miller,2023-03,1,0,0.0,417.45
WDID10239,Rachel Miller,2023-04,1,0,0.0,143.3
WDID10239,Rachel Miller,2023-05,1,0,0.0,128.75
WDID10239,Rachel Miller,2023-10,1,0,0.0,367.93
WDID10239,Rachel Miller,2023-11,1,0,0.0,329.68
WDID10239,Rachel Miller,2023-12,1,0,0.0,149.49
WDID10240,Debra Tyler,2023-04,1,0,0.0,137.57
WDID10240,Debra Tyler,2023-08,2,0,0.0,530.76
WDID10240,Debra Tyler,2023-09,2,0,0.0,729.47
WDID10240,Debra Tyler,2023-10,1,0,0.0,354.0
WDID10240,Debra Tyler,2023-11,1,0,0.0,83.11
WDID10241,Mathew Ward,2023-04,1,0,0.0,137.5
WDID10241,Mathew Ward,2023-05,1,0,0.0,87.23
WDID10241,Mathew Ward,2023-06,2,0,0.0,403.19
WDID10241,Mathew Ward,2023-07,1,0,0.0,323.03
WDID10241,Mathew Ward,2023-08,1,0,0.0,394.55
WDID10241,Mathew Ward,2023-09,1,0,0.0,103.85
WDID10242,Rebekah Campbell,2023-06,1,0,0.0,382.43
WDID10242,Rebekah Campbell,2023-07,3,0,0.0,485.38
WDID10242,Rebekah Campbell,2023-08,1,0,0.0,333.35
WDID10242,Rebekah Campbell,2023-11,2,0,0.0,136.73000000000002
WDID10243,Sandra Shannon,2023-01,1,0,0.0,301.33
WDID10243,Sandra Shannon,2023-02,1,0,0.0,454.86
WDID10243,Sandra Shannon,2023-03,1,0,0.0,356.91
WDID10243,Sandra Shannon,2023-05,1,0,0.0,41.72
WDID10243,Sandra Shannon,2023-07,2,0,0.0,343.90999999999997
WDID10243,Sandra Shannon,2023-09,1,0,0.0,37.69
WDID10244,David Cisneros,2023-01,2,0,0.0,757.97
WDID10244,David Cisneros,2023-03,3,0,0.0,913.9100000000001
WDID10244,David Cisneros,2023-11,2,0,0.0,808.16
WDID10245,William Ballard,2023-01,3,1,0.3333333333333333,852.8500000000001
WDID10245,William Ballard,2023-04,1,1,1.0,307.55
WDID10245,William Ballard,2023-05,2,1,0.5,426.77
WDID10245,William Ballard,2023-07,2,0,0.0,751.98
WDID10245,William Ballard,2023-08,1,1,1.0,330.2
WDID10245,William Ballard,2023-10,1,0,0.0,440.07
WDID10245,William Ballard,2023-11,1,0,0.0,308.24
WDID10246,Samantha Burns,2023-03,2,2,1.0,435.89
WDID10246,Samantha Burns,2023-04,2,0,0.0,912.2
WDID10246,Samantha Burns,2023-06,1,0,0.0,429.62
WDID10246,Samantha Burns,2023-07,2,1,0.5,1296.58
WDID10246,Samantha Burns,2023-09,1,0,0.0,291.4
WDID10246,Samantha Burns,2023-10,1,0,0.0,252.31
WDID10246,Samantha Burns,2023-11,1,1,1.0,245.63
WDID10246,Samantha Burns,2023-12,1,0,0.0,201.33
WDID10247,Sandra Ochoa,2023-03,3,0,0.0,1059.98
WDID10247,Sandra Ochoa,2023-04,1,0,0.0,182.0
WDID10247,Sandra Ochoa,2023-05,1,0,0.0,264.14
WDID10247,Sandra Ochoa,2023-08,1,1,1.0,60.31
WDID10247,Sandra Ochoa,2023-09,1,0,0.0,418.42
WDID10247,Sandra Ochoa,2023-10,1,1,1.0,322.96
WDID10247,Sandra Ochoa,2023-11,2,2,1.0,542.8299999999999
WDID10247,Sandra Ochoa,2023-12,1,0,0.0,715.36
WDID10248,Victoria Adams,2023-05,1,0,0.0,407.67
WDID10248,Victoria Adams,2023-06,1,0,0.0,163.44
WDID10248,Victoria Adams,2023-07,1,0,0.0,147.59
WDID10248,Victoria Adams,2023-08,1,0,0.0,407.53
WDID10248,Victoria Adams,2023-09,1,1,1.0,865.67
WDID10248,Victoria Adams,2023-10,2,1,0.5,199.02999999999997
WDID10248,Victoria Adams,2023-11,1,1,1.0,621.81
WDID10248,Victoria Adams,2023-12,3,1,0.3333333333333333,951.45
WDID10249,Michael Martin,2023-01,1,1,1.0,121.11
WDID10249,Michael Martin,2023-03,1,0,0.0,391.84
WDID10249,Michael Martin,2023-04,1,1,1.0,494.3
WDID10249,Michael Martin,2023-06,1,1,1.0,27.83
WDID10249,Michael Martin,2023-08,2,1,0.5,1247.77
WDID10249,Michael Martin,2023-09,2,0,0.0,325.15999999999997
WDID10249,Michael Martin,2023-11,2,0,0.0,808.4300000000001
WDID10249,Michael Martin,2023-12,1,0,0.0,130.4
WDID10250,Jared Campos,2023-01,2,1,0.5,539.0899999999999
WDID10250,Jared Campos,2023-02,2,1,0.5,368.81
WDID10250,Jared Campos,2023-03,1,0,0.0,41.89
WDID10250,Jared Campos,2023-06,1,0,0.0,130.35
WDID10250,Jared Campos,2023-07,1,1,1.0,453.71
WDID10250,Jared Campos,2023-09,1,1,1.0,373.15
WDID10250,Jared Campos,2023-10,1,0,0.0,163.41
WDID10250,Jared Campos,2023-12,2,0,0.0,745.1099999999999
WDID10251,Jennifer Solis,2023-01,1,0,0.0,181.3
WDID10251,Jennifer Solis,2023-02,2,0,0.0,707.44
WDID10251,Jennifer Solis,2023-03,1,1,1.0,211.68
WDID10251,Jennifer Solis,2023-04,1,0,0.0,27.28
WDID10251,Jennifer Solis,2023-05,2,2,1.0,292.88
WDID10251,Jennifer Solis,2023-07,1,0,0.0,341.91
WDID10251,Jennifer Solis,2023-08,1,0,0.0,125.69
WDID10251,Jennifer Solis,2023-10,1,0,0.0,260.5
WDID10251,Jennifer Solis,2023-11,1,1,1.0,216.62
WDID10252,Timothy Humphrey,2023-02,1,1,1.0,23.29
WDID10252,Timothy Humphrey,2023-03,2,1,0.5,510.36
WDID10252,Timothy Humphrey,2023-05,2,0,0.0,341.40000000000003
WDID10252,Timothy Humphrey,2023-06,1,0,0.0,344.4
WDID10252,Timothy Humphrey,2023-07,1,0,0.0,338.27
WDID10252,Timothy Humphrey,2023-10,2,1,0.5,189.53
WDID10252,Timothy Humphrey,2023-11,1,1,1.0,328.0
WDID10252,Timothy Humphrey,2023-12,1,0,0.0,168.5
WDID10253,Kenneth Hess,2023-01,1,0,0.0,21.55
WDID10253,Kenneth Hess,2023-04,2,0,0.0,358.8
WDID10253,Kenneth Hess,2023-06,1,1,1.0,182.54
WDID10253,Kenneth Hess,2023-08,1,0,0.0,398.57
WDID10253,Kenneth Hess,2023-09,1,1,1.0,417.93
WDID10253,Kenneth Hess,2023-10,1,0,0.0,309.24
WDID10253,Kenneth Hess,2023-11,3,2,0.6666666666666666,780.21
WDID10253,Kenneth Hess,2023-12,1,0,0.0,329.95
WDID10254,Sylvia Reed,2023-01,1,1,1.0,801.07
WDID10254,Sylvia Reed,2023-02,1,1,1.0,358.44
WDID10254,Sylvia Reed,2023-04,1,0,0.0,129.24
WDID10254,Sylvia Reed,2023-05,2,1,0.5,376.85
WDID10254,Sylvia Reed,2023-09,2,0,0.0,769.1199999999999
WDID10254,Sylvia Reed,2023-10,2,0,0.0,310.59
WDID10254,Sylvia Reed,2023-11,1,1,1.0,427.19
WDID10254,Sylvia Reed,2023-12,1,0,0.0,293.37
WDID10255,Matthew Miller,2023-03,1,1,1.0,372.44
WDID10255,Matthew Miller,2023-04,2,2,1.0,537.1
WDID10255,Matthew Miller,2023-05,2,0,0.0,312.18
WDID10255,Matthew Miller,2023-07,1,0,0.0,215.61
WDID10255,Matthew Miller,2023-08,2,0,0.0,755.0799999999999
WDID10255,Matthew Miller,2023-09,1,1,1.0,171.5
WDID10255,Matthew Miller,2023-10,2,0,0.0,737.1
WDID10256,Jennifer Brown,2023-01,1,1,1.0,352.26
WDID10256,Jennifer Brown,2023-03,3,2,0.6666666666666666,896.55
WDID10256,Jennifer Brown,2023-04,2,0,0.0,223.93
WDID10256,Jennifer Brown,2023-05,3,0,0.0,917.26
WDID10256,Jennifer Brown,2023-10,1,0,0.0,446.24
WDID10256,Jennifer Brown,2023-11,1,1,1.0,397.93
WDID10257,Paul Lyons,2023-01,1,0,0.0,285.69
WDID10257,Paul Lyons,2023-03,1,0,0.0,453.43
WDID10257,Paul Lyons,2023-04,1,0,0.0,254.23
WDID10257,Paul Lyons,2023-06,1,1,1.0,481.81
WDID10257,Paul Lyons,2023-07,2,1,0.5,1389.89
WDID10257,Paul Lyons,2023-09,2,0,0.0,587.1899999999999
WDID10257,Paul Lyons,2023-10,2,2,1.0,373.8
WDID10257,Paul Lyons,2023-11,1,0,0.0,300.39
WDID10258,Christopher Williams,2023-01,1,0,0.0,450.45
WDID10258,Christopher Williams,2023-02,1,1,1.0,80.77
WDID10258,Christopher Williams,2023-05,3,1,0.3333333333333333,1164.98
WDID10258,Christopher Williams,2023-08,1,0,0.0,112.72
WDID10258,Christopher Williams,2023-09,2,0,0.0,696.23
WDID10258,Christopher Williams,2023-10,1,1,1.0,253.49
WDID10258,Christopher Williams,2023-12,2,1,0.5,312.09999999999997
WDID10259,James Jones,2023-01,1,0,0.0,143.13
WDID10259,James Jones,2023-02,1,0,0.0,90.64
WDID10259,James Jones,2023-03,2,0,0.0,763.62
WDID10259,James Jones,2023-07,1,0,0.0,435.47
WDID10259,James Jones,2023-08,1,0,0.0,51.69
WDID10259,James Jones,2023-11,1,0,0.0,232.41
WDID10260,Eric Morse,2023-04,1,0,0.0,411.23
WDID10260,Eric Morse,2023-06,1,0,0.0,55.95
WDID10260,Eric Morse,2023-07,1,0,0.0,217.09
WDID10260,Eric Morse,2023-08,2,0,0.0,283.13
WDID10260,Eric Morse,2023-09,1,0,0.0,119.89
WDID10260,Eric Morse,2023-12,1,0,0.0,377.24
WDID10261,Shannon Juarez,2023-01,1,0,0.0,279.96
WDID10261,Shannon Juarez,2023-02,1,0,0.0,317.11
WDID10261,Shannon Juarez,2023-04,1,0,0.0,54.28
WDID10261,Shannon Juarez,2023-06,1,0,0.0,450.37
WDID10261,Shannon Juarez,2023-07,1,0,0.0,497.2
WDID10261,Shannon Juarez,2023-09,1,0,0.0,117.87
WDID10261,Shannon Juarez,2023-12,1,0,0.0,192.67
WDID10262,Alyssa Higgins,2023-03,1,0,0.0,457.83
WDID10262,Alyssa Higgins,2023-04,1,0,0.0,30.12
WDID10262,Alyssa Higgins,2023-05,4,0,0.0,1153.26
WDID10262,Alyssa Higgins,2023-07,1,0,0.0,189.72
WDID10263,Dr. Matthew Hines,2023-01,2,0,0.0,417.03999999999996
WDID10263,Dr. Matthew Hines,2023-04,1,0,0.0,299.33
WDID10263,Dr. Matthew Hines,2023-08,1,0,0.0,453.85
WDID10263,Dr. Matthew Hines,2023-09,1,0,0.0,640.73
WDID10263,Dr. Matthew Hines,2023-11,1,0,0.0,98.0
WDID10263,Dr. Matthew Hines,2023-12,1,0,0.0,457.73
WDID10264,Brian Adams,2023-03,1,0,0.0,63.78
WDID10264,Brian Adams,2023-04,2,0,0.0,554.75
WDID10264,Brian Adams,2023-06,1,0,0.0,452.64
WDID10264,Brian Adams,2023-07,1,0,0.0,290.89
WDID10264,Brian Adams,2023-09,1,0,0.0,260.11
WDID10264,Brian Adams,2023-11,1,0,0.0,255.21
WDID10265,Robert Nixon,2023-06,2,0,0.0,912.3
WDID10265,Robert Nixon,2023-07,1,0,0.0,253.25
WDID10265,Robert Nixon,2023-08,2,0,0.0,720.48
WDID10265,Robert Nixon,2023-10,1,0,0.0,32.66
WDID10265,Robert Nixon,2023-12,1,0,0.0,63.09
WDID10266,Laurie Cameron,2023-01,1,0,0.0,353.16
WDID10266,Laurie Cameron,2023-04,2,0,0.0,294.08000000000004
WDID10266,Laurie Cameron,2023-05,2,0,0.0,253.65
WDID10266,Laurie Cameron,2023-09,1,0,0.0,214.58
WDID10266,Laurie Cameron,2023-11,1,0,0.0,422.76
WDID10267,Miss Christina Friedman,2023-01,1,0,0.0,246.94
WDID10267,Miss Christina Friedman,2023-03,1,0,0.0,183.18
WDID10267,Miss Christina Friedman,2023-06,1,0,0.0,57.04
WDID10267,Miss Christina Friedman,2023-07,2,0,0.0,572.66
WDID10267,Miss Christina Friedman,2023-09,1,0,0.0,474.2
WDID10267,Miss Christina Friedman,2023-11,1,0,0.0,344.21
WDID10268,Samuel Baker,2023-01,3,0,0.0,563.8199999999999
WDID10268,Samuel Baker,2023-03,1,0,0.0,311.85
WDID10268,Samuel Baker,2023-07,2,0,0.0,685.06
WDID10268,Samuel Baker,2023-11,1,0,0.0,455.79
WDID10269,Leslie Leonard,2023-05,1,0,0.0,205.56
WDID10269,Leslie Leonard,2023-07,2,0,0.0,544.9300000000001
WDID10269,Leslie Leonard,2023-09,2,0,0.0,409.62
WDID10269,Leslie Leonard,2023-11,1,0,0.0,412.49
WDID10269,Leslie Leonard,2023-12,1,0,0.0,40.98
WDID10270,Katherine Lowe,2023-01,1,0,0.0,71.11
WDID10270,Katherine Lowe,2023-06,1,0,0.0,95.21
WDID10270,Katherine Lowe,2023-08,1,0,0.0,233.99
WDID10270,Katherine Lowe,2023-09,1,0,0.0,40.24
WDID10270,Katherine Lowe,2023-10,3,0,0.0,974.2
WDID10271,Christopher Valentine,2023-02,1,0,0.0,362.17
WDID10271,Christopher Valentine,2023-04,2,0,0.0,773.4200000000001
WDID10271,Christopher Valentine,2023-07,1,0,0.0,226.22
WDID10271,Christopher Valentine,2023-10,2,0,0.0,323.05
WDID10271,Christopher Valentine,2023-12,1,0,0.0,365.23
WDID10272,Jerry Norris,2023-04,1,0,0.0,225.89
WDID10272,Jerry Norris,2023-07,2,0,0.0,614.0799999999999
WDID10272,Jerry Norris,2023-08,1,0,0.0,466.32
WDID10272,Jerry Norris,2023-10,1,0,0.0,78.33
WDID10272,Jerry Norris,2023-11,1,0,0.0,327.59
WDID10272,Jerry Norris,2023-12,1,0,0.0,236.25
WDID10273,Robert Johnson,2023-03,1,0,0.0,205.85
WDID10273,Robert Johnson,2023-04,2,0,0.0,538.79
WDID10273,Robert Johnson,2023-07,2,0,0.0,361.95
WDID10273,Robert Johnson,2023-10,1,0,0.0,294.46
WDID10273,Robert Johnson,2023-11,1,0,0.0,458.13
WDID10274,Ryan Hill,2023-01,2,0,0.0,146.04
WDID10274,Ryan Hill,2023-03,1,0,0.0,192.79
WDID10274,Ryan Hill,2023-05,1,0,0.0,456.28
WDID10274,Ryan Hill,2023-06,1,0,0.0,275.38
WDID10274,Ryan Hill,2023-07,1,0,0.0,233.37
WDID10274,Ryan Hill,2023-10,1,0,0.0,269.23
WDID10275,Eric Koch,2023-02,2,0,0.0,177.66
WDID10275,Eric Koch,2023-06,1,0,0.0,226.78
WDID10275,Eric Koch,2023-08,1,0,0.0,24.48
WDID10275,Eric Koch,2023-09,2,0,0.0,711.17
WDID10275,Eric Koch,2023-12,1,0,0.0,254.27
WDID10276,Perry Silva,2023-01,1,0,0.0,242.87
WDID10276,Perry Silva,2023-02,2,0,0.0,574.0
WDID10276,Perry Silva,2023-03,1,0,0.0,115.46
WDID10276,Perry Silva,2023-06,1,0,0.0,430.79
WDID10276,Perry Silva,2023-07,1,0,0.0,220.13
WDID10276,Perry Silva,2023-08,1,0,0.0,453.8
WDID10277,Sarah Ferguson,2023-01,2,0,0.0,453.12
WDID10277,Sarah Ferguson,2023-06,1,0,0.0,449.48
WDID10277,Sarah Ferguson,2023-07,3,0,0.0,408.75
WDID10277,Sarah Ferguson,2023-12,1,0,0.0,419.19
WDID10278,Veronica Conley,2023-01,1,0,0.0,188.6
WDID10278,Veronica Conley,2023-02,1,0,0.0,166.66
WDID10278,Veronica Conley,2023-05,1,0,0.0,236.17
WDID10278,Veronica Conley,2023-06,1,0,0.0,99.97
WDID10278,Veronica Conley,2023-07,1,0,0.0,404.24
WDID10278,Veronica Conley,2023-10,1,0,0.0,453.26
WDID10278,Veronica Conley,2023-12,1,0,0.0,414.26
WDID10279,Caitlin Smith,2023-02,3,0,0.0,710.92
WDID10279,Caitlin Smith,2023-03,1,0,0.0,390.32
WDID10279,Caitlin Smith,2023-07,2,0,0.0,216.2
WDID10279,Caitlin Smith,2023-11,1,0,0.0,132.99
WDID10280,Jaclyn Martin,2023-03,1,0,0.0,74.15
WDID10280,Jaclyn Martin,2023-04,1,0,0.0,145.54
WDID10280,Jaclyn Martin,2023-06,1,0,0.0,369.52
WDID10280,Jaclyn Martin,2023-07,2,0,0.0,267.75
WDID10280,Jaclyn Martin,2023-09,1,0,0.0,124.43
WDID10280,Jaclyn Martin,2023-10,1,0,0.0,356.21
WDID10281,Seth Martinez,2023-02,1,0,0.0,150.43
WDID10281,Seth Martinez,2023-06,1,0,0.0,337.01
WDID10281,Seth Martinez,2023-07,1,0,0.0,357.65
WDID10281,Seth Martinez,2023-10,1,0,0.0,71.4
WDID10281,Seth Martinez,2023-11,1,0,0.0,288.77
WDID10281,Seth Martinez,2023-12,2,0,0.0,212.56
WDID10282,Brittany Morgan,2023-01,2,0,0.0,417.03999999999996
WDID10282,Brittany Morgan,2023-02,2,0,0.0,441.93
WDID10282,Brittany Morgan,2023-05,1,0,0.0,94.49
WDID10282,Brittany Morgan,2023-11,1,0,0.0,1124.42
WDID10282,Brittany Morgan,2023-12,1,0,0.0,95.61
WDID10283,Mark Mason,2023-03,2,0,0.0,409.33
WDID10283,Mark Mason,2023-06,1,0,0.0,333.22
WDID10283,Mark Mason,2023-07,1,0,0.0,123.48
WDID10283,Mark Mason,2023-08,1,0,0.0,1081.5
WDID10283,Mark Mason,2023-09,1,0,0.0,86.35
WDID10283,Mark Mason,2023-12,1,0,0.0,483.97
WDID10284,Kyle Davis,2023-06,1,0,0.0,477.89
WDID10284,Kyle Davis,2023-07,1,0,0.0,111.26
WDID10284,Kyle Davis,2023-08,1,0,0.0,72.23
WDID10284,Kyle Davis,2023-09,2,0,0.0,176.59
WDID10284,Kyle Davis,2023-12,2,0,0.0,606.4100000000001
WDID10285,Jason Lee,2023-02,1,0,0.0,60.54
WDID10285,Jason Lee,2023-03,2,0,0.0,379.05
WDID10285,Jason Lee,2023-05,1,0,0.0,298.86
