customer_id,customer_name,customer_age,total_orders,total_failures,total_revenue,avg_ticket,months_active,first_order,last_order,failure_rate,orders_per_month,had_failure,age_group,failure_group,value_segment,churned,returned_after_failure
WCID5171,Stefanie Ryan,68,7,2,1698.2,242.6,7,2023-01-02,2023-12-29,0.2857,1.0,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5172,Lisa Anderson,34,11,2,3341.62,303.7836,8,2023-01-05,2023-12-27,0.1818,1.375,True,30–44,2 — Duas falhas,VIP,False,True
WCID5173,Jeffrey Wilson,87,5,0,1540.63,308.126,5,2023-02-11,2023-12-19,0.0,1.0,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5174,April Rogers,37,8,0,2338.21,292.2762,7,2023-01-12,2023-12-31,0.0,1.1429,False,30–44,0 — Sem falha,Alto Valor,False,False
WCID5175,Miguel West,78,14,1,3969.57,283.5407,8,2023-01-12,2023-11-27,0.0714,1.75,True,60+,1 — Uma falha,VIP,False,True
WCID5176,Jorge Blackburn,78,10,0,1951.34,195.134,7,2023-02-06,2023-12-20,0.0,1.4286,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5177,Danielle Wilson,40,5,1,1298.39,259.678,4,2023-05-19,2023-09-15,0.2,1.25,True,30–44,1 — Uma falha,Baixo Valor,True,False
WCID5178,Jacob White,19,12,1,3609.28,300.7733,8,2023-01-30,2023-12-19,0.0833,1.5,True,18–29,1 — Uma falha,VIP,False,True
WCID5179,Heather Martinez,59,8,1,2266.77,283.3462,7,2023-02-24,2023-11-22,0.125,1.1429,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5180,William Owens,65,13,3,3272.98,251.7677,8,2023-03-14,2023-12-22,0.2308,1.625,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5181,Joseph Davis,82,10,2,2900.25,290.025,8,2023-02-12,2023-12-02,0.2,1.25,True,60+,2 — Duas falhas,VIP,False,True
WCID5182,Ronald Torres,26,11,2,3012.22,273.8382,7,2023-04-13,2023-11-04,0.1818,1.5714,True,18–29,2 — Duas falhas,VIP,False,True
WCID5183,Jill Pierce,89,3,1,759.47,253.1567,3,2023-08-03,2023-12-06,0.3333,1.0,True,60+,1 — Uma falha,Baixo Valor,False,False
WCID5184,Kayla Smith,20,6,0,1478.86,246.4767,5,2023-02-01,2023-12-17,0.0,1.2,False,18–29,0 — Sem falha,Baixo Valor,False,False
WCID5185,Daniel Gallagher,23,9,2,3139.31,348.8122,6,2023-02-21,2023-10-13,0.2222,1.5,True,18–29,2 — Duas falhas,VIP,False,True
WCID5186,Sonya Mason,62,9,0,2293.71,254.8567,6,2023-01-07,2023-10-14,0.0,1.5,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5187,Juan Collier,23,9,2,3833.52,425.9467,6,2023-01-02,2023-10-31,0.2222,1.5,True,18–29,2 — Duas falhas,VIP,False,True
WCID5188,Rhonda Strong,52,8,1,3318.09,414.7612,6,2023-02-10,2023-10-28,0.125,1.3333,True,45–59,1 — Uma falha,VIP,False,True
WCID5189,Samuel Mayo,58,9,3,1767.79,196.4211,7,2023-01-07,2023-11-26,0.3333,1.2857,True,45–59,3+ — Múltiplas falhas,Médio Valor,False,True
WCID5190,Anthony Jones,33,5,0,1311.67,262.334,5,2023-02-03,2023-10-18,0.0,1.0,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5191,John Bishop,31,8,1,2405.03,300.6288,6,2023-02-13,2023-11-07,0.125,1.3333,True,30–44,1 — Uma falha,Alto Valor,False,True
WCID5192,Rachel King,57,10,3,3423.12,342.312,7,2023-01-15,2023-11-06,0.3,1.4286,True,45–59,3+ — Múltiplas falhas,VIP,False,True
WCID5193,Monique Ochoa,77,10,1,2854.44,285.444,9,2023-03-17,2023-12-03,0.1,1.1111,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5194,Madison Guerrero,88,7,0,1879.65,268.5214,6,2023-03-21,2023-12-17,0.0,1.1667,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5195,Brian Wilson,20,11,3,4144.5,376.7727,8,2023-01-09,2023-12-28,0.2727,1.375,True,18–29,3+ — Múltiplas falhas,VIP,False,True
WCID5196,Justin Hill,39,10,1,2081.89,208.189,8,2023-01-06,2023-12-18,0.1,1.25,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5197,Caitlyn Velasquez,59,5,2,1600.49,320.098,5,2023-01-25,2023-12-19,0.4,1.0,True,45–59,2 — Duas falhas,Baixo Valor,False,True
WCID5198,Jacqueline Oneal,64,9,1,3213.92,357.1022,8,2023-01-11,2023-11-21,0.1111,1.125,True,60+,1 — Uma falha,VIP,False,False
WCID5199,Maureen Hughes,41,7,1,1925.94,275.1343,5,2023-05-10,2023-11-21,0.1429,1.4,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5200,Ashley Campbell,79,8,1,2175.63,271.9538,5,2023-03-12,2023-10-28,0.125,1.6,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5201,Dominique Morse,87,8,2,2174.78,271.8475,7,2023-03-04,2023-12-18,0.25,1.1429,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5202,Christy Dennis,51,6,1,1216.52,202.7533,3,2023-02-11,2023-11-21,0.1667,2.0,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5203,Caitlin Evans,58,7,2,1617.59,231.0843,6,2023-01-05,2023-12-17,0.2857,1.1667,True,45–59,2 — Duas falhas,Médio Valor,False,True
WCID5204,Allison Ayers,33,4,1,1312.89,328.2225,4,2023-08-15,2023-11-18,0.25,1.0,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5205,Tina Farmer,62,6,0,1893.65,315.6083,4,2023-02-13,2023-12-02,0.0,1.5,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5206,David Reynolds,75,9,2,2410.14,267.7933,6,2023-03-08,2023-12-02,0.2222,1.5,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5207,Heather Irwin,29,6,1,1399.54,233.2567,4,2023-02-19,2023-11-16,0.1667,1.5,True,18–29,1 — Uma falha,Baixo Valor,False,False
WCID5208,James Bates,89,10,2,3609.89,360.989,5,2023-01-07,2023-12-02,0.2,2.0,True,60+,2 — Duas falhas,VIP,False,True
WCID5209,John Williams,68,7,1,1936.08,276.5829,6,2023-01-09,2023-11-21,0.1429,1.1667,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5210,Jamie Jones,18,8,1,1616.97,202.1212,7,2023-01-03,2023-12-19,0.125,1.1429,True,,1 — Uma falha,Médio Valor,False,True
WCID5211,Joel Anderson,37,9,1,2922.94,324.7711,6,2023-01-14,2023-11-22,0.1111,1.5,True,30–44,1 — Uma falha,VIP,False,True
WCID5212,Kayla Spence,31,6,1,1662.47,277.0783,6,2023-01-25,2023-11-24,0.1667,1.0,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5213,Lisa Cruz,62,11,0,2763.85,251.2591,6,2023-01-01,2023-12-29,0.0,1.8333,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5214,Michael Harris,71,3,1,1551.0,517.0,3,2023-05-06,2023-09-20,0.3333,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5215,Charles Ruiz,35,8,2,2379.4,297.425,7,2023-02-02,2023-12-10,0.25,1.1429,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5216,Elizabeth Robertson,33,8,4,2140.04,267.505,4,2023-02-11,2023-10-27,0.5,2.0,True,30–44,3+ — Múltiplas falhas,Médio Valor,False,True
WCID5217,Sara Roberts,22,7,0,2337.91,333.9871,5,2023-01-19,2023-12-23,0.0,1.4,False,18–29,0 — Sem falha,Alto Valor,False,False
WCID5218,William Bryan,73,8,1,1612.7,201.5875,6,2023-01-14,2023-09-14,0.125,1.3333,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5219,Brett Young,85,10,2,2852.06,285.206,8,2023-02-23,2023-12-15,0.2,1.25,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5220,Anthony Frank,71,7,3,3000.72,428.6743,5,2023-02-27,2023-09-09,0.4286,1.4,True,60+,3+ — Múltiplas falhas,VIP,True,True
WCID5221,Deborah French,18,4,1,1534.41,383.6025,4,2023-03-17,2023-12-20,0.25,1.0,True,,1 — Uma falha,Baixo Valor,False,False
WCID5222,Rebekah Martinez,63,7,3,2252.89,321.8414,5,2023-02-05,2023-12-11,0.4286,1.4,True,60+,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5223,Robert Rojas,37,9,1,2955.78,328.42,7,2023-02-07,2023-10-17,0.1111,1.2857,True,30–44,1 — Uma falha,VIP,False,True
WCID5224,Stacey Davis,68,9,0,1927.4,214.1556,8,2023-01-25,2023-11-14,0.0,1.125,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5225,Adrian Griffith,31,8,2,2884.21,360.5262,7,2023-01-17,2023-11-03,0.25,1.1429,True,30–44,2 — Duas falhas,VIP,False,True
WCID5226,Richard Wheeler MD,58,10,2,3139.99,313.999,8,2023-02-08,2023-12-18,0.2,1.25,True,45–59,2 — Duas falhas,VIP,False,True
WCID5227,Keith Huerta,56,6,2,2080.35,346.725,4,2023-03-26,2023-09-02,0.3333,1.5,True,45–59,2 — Duas falhas,Médio Valor,False,True
WCID5228,Mr. Gregory Luna,25,12,4,2983.84,248.6533,6,2023-01-03,2023-12-16,0.3333,2.0,True,18–29,3+ — Múltiplas falhas,VIP,False,True
WCID5229,Billy Holden,74,6,0,1571.85,261.975,6,2023-01-18,2023-09-29,0.0,1.0,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5230,Terry White,36,4,1,1031.44,257.86,3,2023-02-09,2023-11-29,0.25,1.3333,True,30–44,1 — Uma falha,Baixo Valor,False,False
WCID5231,Toni Hernandez,81,9,2,2101.77,233.53,7,2023-01-08,2023-12-02,0.2222,1.2857,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5232,Ashley Mueller,23,9,3,2954.68,328.2978,7,2023-02-11,2023-12-07,0.3333,1.2857,True,18–29,3+ — Múltiplas falhas,VIP,False,True
WCID5233,Mr. Patrick West,67,11,0,3413.35,310.3045,5,2023-03-01,2023-12-31,0.0,2.2,False,60+,0 — Sem falha,VIP,False,False
WCID5234,Cassandra Norton,37,8,2,2004.5,250.5625,6,2023-01-05,2023-10-07,0.25,1.3333,True,30–44,2 — Duas falhas,Médio Valor,False,True
WCID5235,Rebecca Little,50,7,0,2530.43,361.49,6,2023-01-03,2023-07-17,0.0,1.1667,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5236,Danielle Weaver,38,9,3,2960.13,328.9033,7,2023-04-06,2023-12-27,0.3333,1.2857,True,30–44,3+ — Múltiplas falhas,VIP,False,True
WCID5237,Lauren Wilson,18,4,0,1423.5,355.875,3,2023-04-14,2023-08-13,0.0,1.3333,False,,0 — Sem falha,Baixo Valor,False,False
WCID5238,Olivia Wise,27,9,1,2287.12,254.1244,7,2023-01-26,2023-11-23,0.1111,1.2857,True,18–29,1 — Uma falha,Alto Valor,False,True
WCID5239,Tammy Bryant,30,12,2,4657.51,388.1258,7,2023-03-23,2023-11-27,0.1667,1.7143,True,18–29,2 — Duas falhas,VIP,False,True
WCID5240,Jennifer Wilson,53,12,1,3687.76,307.3133,9,2023-01-09,2023-12-30,0.0833,1.3333,True,45–59,1 — Uma falha,VIP,False,False
WCID5241,Jake Liu Jr.,39,5,2,2230.75,446.15,4,2023-01-09,2023-11-24,0.4,1.25,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5242,William Proctor,85,6,0,1829.57,304.9283,5,2023-04-23,2023-10-06,0.0,1.2,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5243,James Gilbert,31,6,2,1954.63,325.7717,5,2023-03-11,2023-12-25,0.3333,1.2,True,30–44,2 — Duas falhas,Médio Valor,False,True
WCID5244,John Tate,61,7,1,2538.38,362.6257,3,2023-03-02,2023-10-20,0.1429,2.3333,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5245,Dale Stevens,48,10,4,4092.92,409.292,7,2023-02-19,2023-11-24,0.4,1.4286,True,45–59,3+ — Múltiplas falhas,VIP,False,True
WCID5246,Eric Nicholson,51,10,1,3033.0,303.3,7,2023-01-12,2023-12-23,0.1,1.4286,True,45–59,1 — Uma falha,VIP,False,False
WCID5247,Tina Perry,48,11,2,2963.4,269.4,7,2023-01-28,2023-11-28,0.1818,1.5714,True,45–59,2 — Duas falhas,VIP,False,True
WCID5248,William Peterson,44,7,0,1824.39,260.6271,6,2023-02-11,2023-12-29,0.0,1.1667,False,30–44,0 — Sem falha,Médio Valor,False,False
WCID5249,Jeffrey Smith,77,7,1,1420.17,202.8814,6,2023-03-22,2023-12-06,0.1429,1.1667,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5250,Susan Stevens,63,15,2,4637.25,309.15,9,2023-01-07,2023-12-07,0.1333,1.6667,True,60+,2 — Duas falhas,VIP,False,True
WCID5251,Matthew Baker,77,9,1,2112.66,234.74,6,2023-01-11,2023-10-28,0.1111,1.5,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5252,Christine Dean,24,8,3,2813.8,351.725,6,2023-02-17,2023-12-13,0.375,1.3333,True,18–29,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5253,Joseph Reilly,48,8,0,2165.12,270.64,6,2023-01-19,2023-07-20,0.0,1.3333,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5254,April Ray,31,8,2,2222.4,277.8,5,2023-04-10,2023-11-07,0.25,1.6,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5255,Christian Cannon,37,6,0,1765.17,294.195,5,2023-02-03,2023-12-16,0.0,1.2,False,30–44,0 — Sem falha,Médio Valor,False,False
WCID5256,Lance Galloway,83,5,2,1656.21,331.242,4,2023-05-07,2023-12-12,0.4,1.25,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5257,Robert Hall,43,6,1,1619.91,269.985,5,2023-01-03,2023-09-17,0.1667,1.2,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5258,Grace Hughes,50,2,0,811.08,405.54,2,2023-02-19,2023-05-07,0.0,1.0,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5259,Adam Mata,44,11,1,4645.86,422.3509,6,2023-01-12,2023-12-09,0.0909,1.8333,True,30–44,1 — Uma falha,VIP,False,True
WCID5260,Danielle Boyer,65,6,2,1939.97,323.3283,5,2023-03-02,2023-11-27,0.3333,1.2,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5261,Samantha Davis,18,8,0,2099.52,262.44,5,2023-02-25,2023-10-31,0.0,1.6,False,,0 — Sem falha,Médio Valor,False,False
WCID5262,Elizabeth Rogers,38,7,0,2272.63,324.6614,7,2023-01-26,2023-12-05,0.0,1.0,False,30–44,0 — Sem falha,Alto Valor,False,False
WCID5263,John Bryan,53,10,1,2747.72,274.772,6,2023-02-09,2023-10-29,0.1,1.6667,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5264,Tiffany Gonzalez,78,5,1,1588.05,317.61,5,2023-02-04,2023-08-31,0.2,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5265,Heather Norris,50,5,1,1594.81,318.962,5,2023-01-28,2023-12-16,0.2,1.0,True,45–59,1 — Uma falha,Baixo Valor,False,False
WCID5266,Jodi Thomas,44,11,1,3150.29,286.39,7,2023-01-06,2023-10-09,0.0909,1.5714,True,30–44,1 — Uma falha,VIP,False,True
WCID5267,Dr. Patricia Harrison MD,55,4,0,726.15,181.5375,3,2023-01-07,2023-10-26,0.0,1.3333,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5268,Charles Moses,67,11,2,3534.86,321.3509,8,2023-02-12,2023-10-26,0.1818,1.375,True,60+,2 — Duas falhas,VIP,False,True
WCID5269,Wendy Moran,80,10,2,3574.97,357.497,7,2023-03-16,2023-12-09,0.2,1.4286,True,60+,2 — Duas falhas,VIP,False,True
WCID5270,Scott Page,54,13,2,3038.61,233.7392,9,2023-01-08,2023-11-29,0.1538,1.4444,True,45–59,2 — Duas falhas,VIP,False,True
WCID5271,David Griffith,51,11,1,3293.23,299.3845,9,2023-01-31,2023-12-23,0.0909,1.2222,True,45–59,1 — Uma falha,VIP,False,True
WCID5272,Laura Mercado,70,7,1,2149.45,307.0643,6,2023-01-17,2023-11-01,0.1429,1.1667,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5273,Andrew Price,34,9,2,2384.8,264.9778,7,2023-01-15,2023-11-25,0.2222,1.2857,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5274,Ashley Herrera,54,8,1,2582.29,322.7862,6,2023-02-06,2023-12-27,0.125,1.3333,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5275,Nathaniel Sanders Jr.,36,6,1,1228.79,204.7983,5,2023-01-12,2023-10-16,0.1667,1.2,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5276,Johnny Warren,76,4,1,1129.36,282.34,4,2023-06-28,2023-12-13,0.25,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5277,Brent Hall,37,12,0,4320.08,360.0067,8,2023-01-03,2023-12-01,0.0,1.5,False,30–44,0 — Sem falha,VIP,False,False
WCID5278,Anthony Oliver,77,13,0,3033.86,233.3738,10,2023-03-08,2023-12-30,0.0,1.3,False,60+,0 — Sem falha,VIP,False,False
WCID5279,Jordan Sanchez,23,8,2,2505.31,313.1638,7,2023-01-27,2023-12-26,0.25,1.1429,True,18–29,2 — Duas falhas,Alto Valor,False,True
WCID5280,Anthony Taylor,36,9,3,2488.12,276.4578,7,2023-01-14,2023-10-10,0.3333,1.2857,True,30–44,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5281,Steven Doyle,78,13,3,2635.35,202.7192,8,2023-01-07,2023-11-21,0.2308,1.625,True,60+,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5282,Dawn Malone,70,5,2,1221.47,244.294,5,2023-03-13,2023-11-16,0.4,1.0,True,60+,2 — Duas falhas,Baixo Valor,False,True
WCID5283,Daniel White,89,12,2,3865.91,322.1592,8,2023-01-10,2023-12-07,0.1667,1.5,True,60+,2 — Duas falhas,VIP,False,True
WCID5284,Michael Ewing,62,7,3,1895.94,270.8486,7,2023-02-09,2023-12-02,0.4286,1.0,True,60+,3+ — Múltiplas falhas,Médio Valor,False,True
WCID5285,Lauren Serrano,60,17,3,3075.82,180.9306,10,2023-01-04,2023-12-17,0.1765,1.7,True,45–59,3+ — Múltiplas falhas,VIP,False,True
WCID5286,Megan Castro,60,9,1,2215.74,246.1933,5,2023-01-03,2023-12-22,0.1111,1.8,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5287,Jonathan Black,76,10,1,4043.89,404.389,6,2023-04-15,2023-12-27,0.1,1.6667,True,60+,1 — Uma falha,VIP,False,True
WCID5288,Jessica Hicks,52,12,2,3200.46,266.705,8,2023-01-20,2023-12-16,0.1667,1.5,True,45–59,2 — Duas falhas,VIP,False,True
WCID5289,Brandon Young,64,10,2,2595.85,259.585,6,2023-04-13,2023-12-28,0.2,1.6667,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5290,Crystal Fletcher,35,8,0,2079.51,259.9387,8,2023-01-29,2023-11-10,0.0,1.0,False,30–44,0 — Sem falha,Médio Valor,False,False
WCID5291,Timothy Nelson,53,9,2,1880.87,208.9856,6,2023-01-22,2023-11-22,0.2222,1.5,True,45–59,2 — Duas falhas,Médio Valor,False,True
WCID5292,John Mcbride,61,8,1,3215.51,401.9388,6,2023-02-22,2023-10-17,0.125,1.3333,True,60+,1 — Uma falha,VIP,False,True
WCID5293,Tina Cordova,31,7,0,1929.01,275.5729,6,2023-04-06,2023-12-28,0.0,1.1667,False,30–44,0 — Sem falha,Médio Valor,False,False
WCID5294,Richard Davis,86,6,1,1031.62,171.9367,6,2023-02-08,2023-12-14,0.1667,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5295,Mark Spencer,45,8,2,2493.97,311.7462,5,2023-01-02,2023-12-29,0.25,1.6,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5296,Jason Lee,77,9,0,2567.2,285.2444,6,2023-03-16,2023-12-07,0.0,1.5,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5297,Michelle Hill,40,6,2,2621.91,436.985,4,2023-02-16,2023-08-10,0.3333,1.5,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5298,Christopher Parker,49,9,0,2185.5,242.8333,7,2023-01-19,2023-12-14,0.0,1.2857,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5299,James Brooks,74,9,1,2647.17,294.13,7,2023-01-07,2023-12-13,0.1111,1.2857,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5300,Mckenzie Liu,42,13,1,3447.07,265.1592,9,2023-01-18,2023-12-03,0.0769,1.4444,True,30–44,1 — Uma falha,VIP,False,True
WCID5301,Eric Kelly MD,48,10,0,2791.86,279.186,5,2023-02-06,2023-11-30,0.0,2.0,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5302,Christopher Brown,44,9,1,2051.74,227.9711,7,2023-04-02,2023-12-10,0.1111,1.2857,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5303,Megan Patel,66,7,1,2790.18,398.5971,6,2023-01-09,2023-12-11,0.1429,1.1667,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5304,Mark Santana,64,8,2,2954.58,369.3225,6,2023-01-08,2023-11-28,0.25,1.3333,True,60+,2 — Duas falhas,VIP,False,True
WCID5305,Benjamin Mitchell,28,10,2,3140.24,314.024,7,2023-01-11,2023-12-09,0.2,1.4286,True,18–29,2 — Duas falhas,VIP,False,True
WCID5306,Courtney Castro,28,7,1,1417.02,202.4314,7,2023-02-10,2023-11-12,0.1429,1.0,True,18–29,1 — Uma falha,Baixo Valor,False,True
WCID5307,Mr. Jeffrey Willis,86,8,1,1780.76,222.595,6,2023-02-15,2023-09-29,0.125,1.3333,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5308,Aaron Hansen,90,6,2,1702.1,283.6833,6,2023-01-02,2023-11-19,0.3333,1.0,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5309,Katelyn Larsen,23,8,2,2296.2,287.025,7,2023-02-28,2023-11-13,0.25,1.1429,True,18–29,2 — Duas falhas,Alto Valor,False,True
WCID5310,Susan Johns,34,10,0,2841.14,284.114,7,2023-01-04,2023-12-16,0.0,1.4286,False,30–44,0 — Sem falha,Alto Valor,False,False
WCID5311,Omar Allen,46,8,1,2568.93,321.1162,6,2023-02-28,2023-12-24,0.125,1.3333,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5312,John Anderson,54,7,0,2719.46,388.4943,6,2023-01-12,2023-09-11,0.0,1.1667,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5313,Jonathan Wilson,41,10,1,1454.13,145.413,9,2023-02-11,2023-11-11,0.1,1.1111,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5314,Tonya Warren,48,4,1,1157.99,289.4975,2,2023-05-03,2023-09-18,0.25,2.0,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5315,Christopher Chapman,62,7,1,2059.83,294.2614,5,2023-03-29,2023-09-22,0.1429,1.4,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5316,Jane Smith,34,7,1,1372.61,196.0871,4,2023-02-19,2023-10-26,0.1429,1.75,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5317,Robert Moody,79,5,0,1130.38,226.076,4,2023-03-17,2023-11-06,0.0,1.25,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5318,Katie Mendez,84,8,2,2908.99,363.6237,4,2023-01-22,2023-10-06,0.25,2.0,True,60+,2 — Duas falhas,VIP,False,True
WCID5319,Tyler Mills,56,9,4,2677.0,297.4444,8,2023-01-13,2023-12-27,0.4444,1.125,True,45–59,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5320,Cynthia Smith,80,6,1,1330.78,221.7967,5,2023-01-03,2023-11-18,0.1667,1.2,True,60+,1 — Uma falha,Baixo Valor,False,False
WCID5321,James Alvarado,74,7,1,2381.14,340.1629,7,2023-01-09,2023-12-09,0.1429,1.0,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5322,Patrick Brandt,73,12,1,2783.42,231.9517,7,2023-02-23,2023-12-29,0.0833,1.7143,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5323,William Terrell,87,4,0,963.21,240.8025,3,2023-02-16,2023-07-13,0.0,1.3333,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5324,James Johnson,62,8,1,2322.42,290.3025,6,2023-03-04,2023-11-30,0.125,1.3333,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5325,Eric Meyer,59,5,1,957.34,191.468,4,2023-02-16,2023-09-09,0.2,1.25,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5326,Henry Hubbard,52,8,1,2228.58,278.5725,6,2023-01-28,2023-12-12,0.125,1.3333,True,45–59,1 — Uma falha,Alto Valor,False,False
WCID5327,Barbara Gray,45,10,2,2574.03,257.403,8,2023-01-04,2023-12-26,0.2,1.25,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5328,Christine Garcia,68,6,2,1771.67,295.2783,4,2023-04-15,2023-11-19,0.3333,1.5,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5329,Allen Byrd,26,7,3,2689.45,384.2071,4,2023-04-13,2023-12-26,0.4286,1.75,True,18–29,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5330,Michael Guerra,59,9,0,2206.36,245.1511,4,2023-01-17,2023-12-12,0.0,2.25,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5331,Jason King,89,9,3,1732.21,192.4678,5,2023-01-21,2023-10-29,0.3333,1.8,True,60+,3+ — Múltiplas falhas,Médio Valor,False,True
WCID5332,Brian Bender,31,12,1,3927.26,327.2717,9,2023-01-18,2023-12-16,0.0833,1.3333,True,30–44,1 — Uma falha,VIP,False,True
WCID5333,Lisa Martinez,41,13,3,4136.66,318.2046,9,2023-02-08,2023-12-18,0.2308,1.4444,True,30–44,3+ — Múltiplas falhas,VIP,False,True
WCID5334,Kathryn White,28,8,1,2665.6,333.2,7,2023-01-07,2023-12-26,0.125,1.1429,True,18–29,1 — Uma falha,Alto Valor,False,True
WCID5335,Gregory Warren,46,8,3,2585.18,323.1475,6,2023-02-25,2023-11-29,0.375,1.3333,True,45–59,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5336,Ryan Logan,49,7,2,2088.68,298.3829,6,2023-02-28,2023-11-08,0.2857,1.1667,True,45–59,2 — Duas falhas,Médio Valor,False,True
WCID5337,Benjamin Harvey,36,6,1,1456.02,242.67,5,2023-02-04,2023-07-01,0.1667,1.2,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5338,Lauren Padilla,73,9,3,3092.69,343.6322,7,2023-05-25,2023-12-28,0.3333,1.2857,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5339,Jerry Mullen,64,14,5,3296.88,235.4914,9,2023-02-25,2023-12-12,0.3571,1.5556,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5340,Dr. Jeremy Hill,83,7,3,1831.67,261.6671,5,2023-02-13,2023-07-18,0.4286,1.4,True,60+,3+ — Múltiplas falhas,Médio Valor,True,True
WCID5341,Jackson Ramirez,78,8,1,2693.23,336.6538,7,2023-02-09,2023-11-26,0.125,1.1429,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5342,Gregory Flores,26,9,0,3195.61,355.0678,4,2023-01-22,2023-12-16,0.0,2.25,False,18–29,0 — Sem falha,VIP,False,False
