driver_id,driver_name,total_deliveries,total_failures,hist_failure_rate,total_revenue,avg_ticket,trips,driver_age,exp_tier,rate_h1,rate_h2,delta_h1_h2,improved_h1_h2,consistency_cv,months_active,intervention_quadrant,estimated_failure_cost,risk_flag
WDID10051,Timothy Bradley,7,0,0.0,2610.37,372.91,57,18,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10052,Jeremiah Carroll,7,0,0.0,2150.78,307.2543,70,18,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10053,Mark Ortiz,7,0,0.0,2039.82,291.4029,67,18,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10054,Patrick Ellis,7,0,0.0,2318.99,331.2843,19,18,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10055,Christina Obrien,7,0,0.0,2059.33,294.19,54,18,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10056,Heather Gibson,7,0,0.0,1622.45,231.7786,21,18,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10057,Jennifer Lam,7,0,0.0,1859.43,265.6329,53,18,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10058,Holly Grant,11,4,0.3636,3396.83,308.8027,29,18,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.183,6,Instável — Coaching,283.3022,True
WDID10059,Amber Porter,11,4,0.3636,3408.91,309.9009,46,18,Intermediário (26–50 trips),,,,,1.058,7,Instável — Coaching,283.3022,True
WDID10060,Jody Patel,11,4,0.3636,3996.96,363.36,41,18,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.069,8,Instável — Coaching,283.3022,True
WDID10061,Ashley Peterson,11,4,0.3636,2932.24,266.5673,42,18,Intermediário (26–50 trips),0.2,0.5,0.3,False,1.182,8,Instável — Coaching,283.3022,True
WDID10062,Audrey Lopez,11,4,0.3636,4185.7,380.5182,28,18,Intermediário (26–50 trips),,,,,1.466,8,Instável — Coaching,283.3022,True
WDID10063,John Martinez,11,4,0.3636,3293.06,299.3691,77,18,Experiente (51+ trips),,,,,1.491,5,Instável — Coaching,283.3022,True
WDID10064,Charlotte Davila,11,4,0.3636,2409.65,219.0591,37,18,Intermediário (26–50 trips),,,,,1.243,8,Instável — Coaching,283.3022,True
WDID10065,Nicole Martinez,11,4,0.3636,2850.83,259.1664,23,18,Novato (≤25 trips),0.6,0.1667,-0.4333,True,1.414,7,Instável — Coaching,283.3022,True
WDID10066,Ryan Gomez,11,4,0.3636,3405.23,309.5664,60,18,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.27,6,Instável — Coaching,283.3022,True
WDID10067,Bruce Lane,11,4,0.3636,3490.36,317.3055,29,18,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.029,6,Instável — Coaching,283.3022,True
WDID10068,Tyler Stewart,11,4,0.3636,2945.63,267.7845,24,19,Novato (≤25 trips),0.4,0.3333,-0.0667,True,1.414,7,Instável — Coaching,283.3022,True
WDID10069,Ms. Lindsay Carpenter,11,4,0.3636,2956.11,268.7373,77,19,Experiente (51+ trips),,,,,1.118,7,Instável — Coaching,283.3022,True
WDID10070,Heather Torres,11,4,0.3636,3065.17,278.6518,51,19,Experiente (51+ trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10071,Chad Medina,11,4,0.3636,2733.85,248.5318,20,19,Novato (≤25 trips),0.5,0.2,-0.3,True,1.182,8,Instável — Coaching,283.3022,True
WDID10072,Brian Crawford,11,4,0.3636,3057.68,277.9709,32,19,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.299,9,Instável — Coaching,283.3022,True
WDID10073,Elizabeth Robinson,11,4,0.3636,3480.23,316.3845,35,19,Intermediário (26–50 trips),,,,,1.129,6,Instável — Coaching,283.3022,True
WDID10074,Joseph Roberts,11,4,0.3636,3082.74,280.2491,65,19,Experiente (51+ trips),0.6,0.1667,-0.4333,True,1.31,6,Instável — Coaching,283.3022,True
WDID10075,Sandra Howard,11,4,0.3636,2979.26,270.8418,71,19,Experiente (51+ trips),0.5,0.2,-0.3,True,1.299,9,Instável — Coaching,283.3022,True
WDID10076,Michelle Kane,11,4,0.3636,2228.0,202.5455,30,19,Intermediário (26–50 trips),,,,,1.392,5,Instável — Coaching,283.3022,True
WDID10077,Brent Werner,11,4,0.3636,2488.95,226.2682,15,19,Novato (≤25 trips),,,,,1.262,6,Instável — Coaching,283.3022,True
WDID10078,Todd Morris,11,4,0.3636,2969.04,269.9127,69,19,Experiente (51+ trips),0.2,0.5,0.3,False,1.228,8,Instável — Coaching,283.3022,True
WDID10079,Brittany Kelly,11,4,0.3636,2867.69,260.6991,70,19,Experiente (51+ trips),0.0,0.6667,0.6667,False,0.894,6,Instável — Coaching,283.3022,True
WDID10080,Kimberly Russell,11,4,0.3636,3269.13,297.1936,52,19,Experiente (51+ trips),0.2,0.5,0.3,False,1.058,7,Instável — Coaching,283.3022,True
WDID10081,Jonathan Gonzalez,11,4,0.3636,4346.87,395.17,45,19,Intermediário (26–50 trips),,,,,1.05,7,Instável — Coaching,283.3022,True
WDID10082,Brittany Morgan,11,4,0.3636,3697.18,336.1073,60,19,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.225,6,Instável — Coaching,283.3022,True
WDID10083,Andrea Choi,11,4,0.3636,4017.8,365.2545,28,19,Intermediário (26–50 trips),0.5,0.2,-0.3,True,0.913,5,Instável — Coaching,283.3022,True
WDID10084,Candace Taylor,11,4,0.3636,3338.28,303.48,11,19,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.332,7,Instável — Coaching,283.3022,True
WDID10085,Charles Barrett,11,4,0.3636,3704.01,336.7282,57,19,Experiente (51+ trips),0.5,0.2,-0.3,True,1.118,7,Instável — Coaching,283.3022,True
WDID10086,Matthew Brooks,11,4,0.3636,2958.16,268.9236,20,19,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10087,Jessica Johnson,11,4,0.3636,2808.61,255.3282,74,19,Experiente (51+ trips),,,,,1.265,6,Instável — Coaching,283.3022,True
WDID10088,Anne Mckee,11,4,0.3636,2812.52,255.6836,13,19,Novato (≤25 trips),,,,,1.732,7,Instável — Coaching,283.3022,True
WDID10089,Andrew Smith,11,4,0.3636,2713.13,246.6482,41,19,Intermediário (26–50 trips),,,,,1.31,6,Instável — Coaching,283.3022,True
WDID10090,Jennifer Harris,11,4,0.3636,2524.43,229.4936,65,19,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.095,6,Instável — Coaching,283.3022,True
WDID10091,Paul Boyd,11,4,0.3636,3451.65,313.7864,68,19,Experiente (51+ trips),,,,,1.269,7,Instável — Coaching,283.3022,True
WDID10092,Savannah Berg,11,4,0.3636,3884.87,353.17,25,19,Novato (≤25 trips),,,,,1.281,7,Instável — Coaching,283.3022,True
WDID10093,Justin Gregory,11,4,0.3636,2604.54,236.7764,56,19,Experiente (51+ trips),0.2,0.5,0.3,False,1.182,8,Instável — Coaching,283.3022,True
WDID10094,Eric Bennett,11,4,0.3636,2774.33,252.2118,18,19,Novato (≤25 trips),,,,,1.111,7,Instável — Coaching,283.3022,True
WDID10095,Billy Daniels,11,4,0.3636,3671.59,333.7809,71,19,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.755,7,Instável — Coaching,283.3022,True
WDID10096,Kelly Lopez,11,4,0.3636,2613.48,237.5891,14,19,Novato (≤25 trips),0.3333,0.4,0.0667,False,0.894,6,Instável — Coaching,283.3022,True
WDID10097,Melissa Little,11,4,0.3636,2820.98,256.4527,59,19,Experiente (51+ trips),,,,,0.894,6,Instável — Coaching,283.3022,True
WDID10098,Alice Giles,11,4,0.3636,2569.65,233.6045,71,19,Experiente (51+ trips),,,,,1.111,7,Instável — Coaching,283.3022,True
WDID10099,Julie Nichols,11,4,0.3636,3007.75,273.4318,27,19,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.243,8,Instável — Coaching,283.3022,True
WDID10100,Nicholas Drake,11,4,0.3636,3200.52,290.9564,44,19,Intermediário (26–50 trips),,,,,1.595,6,Instável — Coaching,283.3022,True
WDID10101,Anita Harris,11,4,0.3636,4433.19,403.0173,47,19,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.19,8,Instável — Coaching,283.3022,True
WDID10102,Brian Kelley,7,0,0.0,2895.97,413.71,37,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10103,Melissa Harmon,7,0,0.0,2962.43,423.2043,65,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10104,David Nguyen,7,0,0.0,2568.15,366.8786,52,18,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10105,Laura Bradley,7,0,0.0,2046.57,292.3671,51,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10106,Justin Young,7,0,0.0,2248.86,321.2657,25,19,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10107,Julia Anderson,7,0,0.0,2597.15,371.0214,68,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10108,Nicole Allen,7,0,0.0,2299.99,328.57,68,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10109,Melissa Davidson,7,0,0.0,2295.16,327.88,77,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10110,Michael Poole,7,0,0.0,1801.91,257.4157,11,19,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10111,Jonathan Hansen,7,0,0.0,1971.6,281.6571,38,19,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10112,Alec Nichols,7,0,0.0,1746.78,249.54,26,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10113,Calvin Osborne,7,0,0.0,1807.09,258.1557,48,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10114,Amy Neal,7,0,0.0,1897.67,271.0957,77,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10115,Shawn Boone,7,0,0.0,2176.77,310.9671,41,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10116,Brandy Bennett,7,0,0.0,2025.51,289.3586,68,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10117,Brian Bennett,7,0,0.0,2160.23,308.6043,15,19,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10118,Donna Kelly,7,0,0.0,1682.69,240.3843,34,19,Intermediário (26–50 trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10119,Mary Wood,7,0,0.0,1901.55,271.65,43,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10120,Jack Pratt,7,0,0.0,1850.44,264.3486,22,19,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10121,Andrew Gibson,7,0,0.0,2160.82,308.6886,20,19,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10122,Derrick Russell,7,0,0.0,2033.42,290.4886,45,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10123,Julie Snyder,7,0,0.0,2002.17,286.0243,32,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10124,Timothy Hernandez II,7,0,0.0,1481.8,211.6857,29,19,Intermediário (26–50 trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10125,Geoffrey Heath,7,0,0.0,1344.92,192.1314,54,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10126,Cindy Rivera,7,0,0.0,1659.79,237.1129,70,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10127,Alan Hess,7,0,0.0,1591.93,227.4186,51,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10128,Lindsay Smith,7,0,0.0,1486.61,212.3729,21,19,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10129,Andrea Miller,7,0,0.0,1827.58,261.0829,50,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10130,Katie Frey,7,0,0.0,2053.93,293.4186,39,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10131,Erica Jackson,7,0,0.0,1704.94,243.5629,42,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10132,Isaac Lewis,7,0,0.0,1645.25,235.0357,32,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10133,Carl Mcguire,7,0,0.0,1765.24,252.1771,14,19,Novato (≤25 trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10134,Jake Patterson,7,0,0.0,1493.59,213.37,73,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10135,Ruth Mooney,7,0,0.0,1465.84,209.4057,70,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10136,Jody Sanchez,7,0,0.0,2041.04,291.5771,15,19,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10137,Martha Anderson,7,0,0.0,2735.66,390.8086,29,19,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10138,Rhonda Keller,7,0,0.0,2541.4,363.0571,43,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10139,Kelly Hughes DDS,7,0,0.0,2451.44,350.2057,66,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10140,Donald Stuart,7,0,0.0,2062.14,294.5914,71,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10141,Christine Bauer,7,0,0.0,2143.84,306.2629,48,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10142,Shawn Young,7,0,0.0,2121.18,303.0257,74,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10143,Deanna Golden,7,0,0.0,2049.52,292.7886,77,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10144,Laura Smith,7,0,0.0,1769.44,252.7771,11,19,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10145,James Green,7,0,0.0,1484.24,212.0343,27,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10146,Melanie Henderson,7,0,0.0,1574.37,224.91,22,19,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10147,Matthew Brown,7,0,0.0,1277.55,182.5071,39,19,Intermediário (26–50 trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10148,Claudia King,7,0,0.0,1431.28,204.4686,44,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10149,Betty Smith,7,0,0.0,1350.4,192.9143,49,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10150,Heidi Meyer,7,0,0.0,1200.57,171.51,49,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10151,Adam Brown,7,0,0.0,2002.82,286.1171,70,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10152,Samantha Carey,7,0,0.0,1511.51,215.93,51,19,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10153,Samuel Glover,7,0,0.0,1393.6,199.0857,71,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10154,Gerald Pollard,7,0,0.0,1548.01,221.1443,38,19,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10155,Mr. Thomas Anderson,7,0,0.0,1029.51,147.0729,54,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10156,David Hernandez,7,0,0.0,1412.03,201.7186,31,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10157,Leonard Nelson,7,0,0.0,2262.24,323.1771,35,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10158,James Rivera,7,0,0.0,2052.39,293.1986,26,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10159,Monique Jackson,7,0,0.0,1732.07,247.4386,76,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10160,John Morris,7,0,0.0,2807.48,401.0686,70,19,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10161,Rebecca Harmon,7,0,0.0,2507.87,358.2671,23,19,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10162,Rebecca Myers,7,0,0.0,2448.35,349.7643,66,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10163,George Padilla,7,0,0.0,2230.21,318.6014,26,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10164,Cynthia Park,7,0,0.0,2404.97,343.5671,49,19,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10165,Tyler Mason,7,0,0.0,2299.07,328.4386,42,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10166,Paul Diaz,7,0,0.0,1785.85,255.1214,40,19,Intermediário (26–50 trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10167,Patricia Villarreal,7,0,0.0,2111.19,301.5986,49,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10168,Hector Collins,7,0,0.0,1913.08,273.2971,50,19,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10169,David Durham,7,0,0.0,1367.15,195.3071,72,19,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10170,Lisa Frank,7,0,0.0,1644.61,234.9443,33,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10171,Derek Colon,7,0,0.0,1470.7,210.1,33,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10172,Jennifer Diaz,7,0,0.0,1904.16,272.0229,28,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10173,Keith Perez,7,0,0.0,2176.61,310.9443,39,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10174,Kelly Bray,7,0,0.0,1662.76,237.5371,11,19,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10175,Rebecca Newton,7,0,0.0,2021.06,288.7229,15,19,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10176,Jordan Guerrero,7,0,0.0,1854.33,264.9043,39,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10177,Samantha Francis,7,0,0.0,1868.49,266.9271,62,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10178,Misty Castro,7,0,0.0,1494.41,213.4871,17,20,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10179,Jessica Beck,7,0,0.0,1478.77,211.2529,63,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10180,Debbie Gross,7,0,0.0,1427.54,203.9343,60,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10181,Michael Riley,7,0,0.0,1494.57,213.51,71,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10182,Jeremy Owens,7,0,0.0,1350.85,192.9786,74,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10183,Dawn Smith,7,0,0.0,1493.89,213.4129,12,20,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10184,Kelly Saunders,7,0,0.0,2099.81,299.9729,67,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10185,Lisa Camacho,7,0,0.0,2276.09,325.1557,20,20,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10186,Latoya Austin,7,0,0.0,1993.96,284.8514,47,20,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10187,Lauren Stevens,7,0,0.0,2011.38,287.34,29,20,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10188,Leslie White,7,0,0.0,1869.25,267.0357,19,20,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10189,Brenda Cooper,7,0,0.0,2465.83,352.2614,23,20,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10190,Kara Hall,7,0,0.0,2621.55,374.5071,41,20,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10191,Heather Robinson,7,0,0.0,2151.51,307.3586,20,20,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10192,Michelle Griffin,7,0,0.0,1905.99,272.2843,23,20,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10193,Shawn Riley,7,0,0.0,2596.13,370.8757,32,20,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10194,Emily Gonzales,7,0,0.0,2387.67,341.0957,51,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10195,Jimmy Baldwin,7,0,0.0,2146.89,306.6986,38,20,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10196,Brian Anderson,7,0,0.0,3017.69,431.0986,39,20,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10197,Jacob Soto,7,0,0.0,2022.24,288.8914,56,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10198,Samuel Walton,7,0,0.0,1987.89,283.9843,58,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10199,Sophia Wilson,7,0,0.0,1652.02,236.0029,78,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10200,Michelle Johnson,7,0,0.0,2085.2,297.8857,46,20,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10201,Frank Ruiz,7,0,0.0,1847.4,263.9143,11,20,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10202,Rebecca Peterson,7,0,0.0,2978.85,425.55,29,20,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10203,Kyle Peterson,7,0,0.0,2623.22,374.7457,34,20,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10204,Katie Shields,7,0,0.0,1858.69,265.5271,36,20,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10205,Jeffrey Tyler,7,0,0.0,1861.73,265.9614,57,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10206,Maria Gamble,7,0,0.0,1832.4,261.7714,76,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10207,Matthew Thompson,7,0,0.0,1486.06,212.2943,59,20,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10208,Evelyn Martinez,7,0,0.0,1580.51,225.7871,23,20,Novato (≤25 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10209,Vicki Whitaker,7,0,0.0,1329.95,189.9929,53,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10210,Yesenia Howard MD,7,0,0.0,1656.73,236.6757,69,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10211,Katelyn Walker,7,0,0.0,1544.86,220.6943,69,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10212,Todd Livingston,7,0,0.0,1857.91,265.4157,13,20,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10213,Marcus Rodriguez,7,0,0.0,2112.67,301.81,77,20,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10214,Kelly Benjamin,7,0,0.0,2051.91,293.13,34,20,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10215,Michael Ford,7,0,0.0,2384.3,340.6143,17,20,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10216,Nicole Freeman,11,4,0.3636,4000.82,363.7109,45,20,Intermediário (26–50 trips),0.1667,0.6,0.4333,False,1.182,8,Instável — Coaching,283.3022,True
WDID10217,Christopher Cooper,11,4,0.3636,3262.66,296.6055,69,20,Experiente (51+ trips),,,,,1.182,8,Instável — Coaching,283.3022,True
WDID10218,Shelly Sweeney,11,4,0.3636,4060.53,369.1391,42,20,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.355,10,Instável — Coaching,283.3022,True
WDID10219,Justin Robinson,11,4,0.3636,2897.29,263.39,54,20,Experiente (51+ trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10220,Crystal Harris,11,4,0.3636,3921.24,356.4764,55,20,Experiente (51+ trips),,,,,1.512,8,Instável — Coaching,283.3022,True
WDID10221,Michael Baxter,11,4,0.3636,2922.09,265.6445,42,20,Intermediário (26–50 trips),,,,,1.377,7,Instável — Coaching,283.3022,True
WDID10222,Daniel Hall,11,4,0.3636,2879.47,261.77,40,20,Intermediário (26–50 trips),,,,,1.332,7,Instável — Coaching,283.3022,True
WDID10223,Scott Bell,11,4,0.3636,2958.81,268.9827,24,20,Novato (≤25 trips),0.2,0.5,0.3,False,1.025,6,Instável — Coaching,283.3022,True
WDID10224,Anthony Mitchell,11,4,0.3636,4328.93,393.5391,25,20,Novato (≤25 trips),,,,,0.903,6,Instável — Coaching,283.3022,True
WDID10225,Mary Miller,11,4,0.3636,3209.2,291.7455,49,20,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.117,6,Instável — Coaching,283.3022,True
WDID10226,Sherri Allen,11,4,0.3636,2986.33,271.4845,43,20,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10227,David Williams,11,4,0.3636,3269.85,297.2591,47,20,Intermediário (26–50 trips),,,,,1.281,7,Instável — Coaching,283.3022,True
WDID10228,Lindsey Nash,11,4,0.3636,3634.7,330.4273,63,20,Experiente (51+ trips),,,,,1.308,9,Instável — Coaching,283.3022,True
